filename,cls,xymin,xymax,names
ILSVRC2012_val_00046751,n01530575,"(63, 135)","(358, 291)","brambling, Fringilla montifringilla"
ILSVRC2012_val_00046750,n04286575,"(240, 187)","(318, 277)","spotlight, spot"
ILSVRC2012_val_00046749,n02747177,"(25, 58)","(228, 316)","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
ILSVRC2012_val_00046748,n03218198,"(259, 0)","(498, 254)","dogsled, dog sled, dog sleigh"
ILSVRC2012_val_00046747,n03942813,"(144, 268)","(164, 287)",ping-pong ball
ILSVRC2012_val_00046746,n03347037,"(28, 2)","(426, 330)","fire screen, fireguard"
ILSVRC2012_val_00046745,n02500267,"(186, 25)","(477, 302)","indri, indris, Indri indri, Indri brevicaudatus"
ILSVRC2012_val_00046744,n04070727,"(0, 88)","(206, 498)","refrigerator, icebox"
ILSVRC2012_val_00046743,n13044778,"(100, 17)","(376, 289)",earthstar
ILSVRC2012_val_00046742,n11939491,"(1, 2)","(498, 374)",daisy
ILSVRC2012_val_00046741,n02481823,"(409, 253)","(526, 358)","chimpanzee, chimp, Pan troglodytes"
ILSVRC2012_val_00046740,n01677366,"(206, 80)","(499, 333)","common iguana, iguana, Iguana iguana"
ILSVRC2012_val_00046739,n02093754,"(1, 3)","(222, 332)",Border terrier
ILSVRC2012_val_00046738,n03733281,"(1, 0)","(490, 372)","maze, labyrinth"
ILSVRC2012_val_00046737,n04040759,"(141, 100)","(348, 285)",radiator
ILSVRC2012_val_00046736,n02493793,"(73, 72)","(167, 296)","spider monkey, Ateles geoffroyi"
ILSVRC2012_val_00046735,n04346328,"(2, 1)","(297, 452)","stupa, tope"
ILSVRC2012_val_00046734,n04428191,"(93, 92)","(364, 218)","thresher, thrasher, threshing machine"
ILSVRC2012_val_00046733,n01608432,"(42, 70)","(396, 377)",kite
ILSVRC2012_val_00046732,n02006656,"(143, 136)","(446, 327)",spoonbill
ILSVRC2012_val_00046731,n07583066,"(17, 7)","(499, 374)",guacamole
ILSVRC2012_val_00046730,n02107312,"(17, 2)","(499, 332)",miniature pinscher
ILSVRC2012_val_00046729,n03131574,"(0, 101)","(331, 498)","crib, cot"
ILSVRC2012_val_00046728,n03804744,"(137, 104)","(170, 150)",nail
ILSVRC2012_val_00046727,n04252077,"(171, 127)","(300, 209)",snowmobile
ILSVRC2012_val_00046726,n04350905,"(38, 118)","(166, 452)","suit, suit of clothes"
ILSVRC2012_val_00046725,n03692522,"(251, 285)","(440, 463)","loupe, jeweler's loupe"
ILSVRC2012_val_00046723,n06785654,"(60, 60)","(451, 442)","crossword puzzle, crossword"
ILSVRC2012_val_00046722,n02422106,"(212, 144)","(282, 191)",hartebeest
ILSVRC2012_val_00046721,n04258138,"(0, 170)","(183, 296)","solar dish, solar collector, solar furnace"
ILSVRC2012_val_00046720,n03255030,"(237, 226)","(277, 254)",dumbbell
ILSVRC2012_val_00046719,n04398044,"(14, 9)","(461, 374)",teapot
ILSVRC2012_val_00046718,n07742313,"(88, 50)","(279, 247)",Granny Smith
ILSVRC2012_val_00046717,n02094433,"(264, 109)","(497, 264)",Yorkshire terrier
ILSVRC2012_val_00046716,n02236044,"(95, 0)","(443, 310)","mantis, mantid"
ILSVRC2012_val_00046715,n03814639,"(100, 237)","(178, 315)",neck brace
ILSVRC2012_val_00046714,n02437312,"(8, 12)","(411, 487)","Arabian camel, dromedary, Camelus dromedarius"
ILSVRC2012_val_00046713,n03692522,"(151, 117)","(402, 352)","loupe, jeweler's loupe"
ILSVRC2012_val_00046712,n02097298,"(95, 78)","(322, 331)","Scotch terrier, Scottish terrier, Scottie"
ILSVRC2012_val_00046711,n03887697,"(317, 223)","(476, 307)",paper towel
ILSVRC2012_val_00046710,n01824575,"(86, 101)","(376, 326)",coucal
ILSVRC2012_val_00046709,n01737021,"(241, 212)","(302, 312)",water snake
ILSVRC2012_val_00046708,n02978881,"(91, 105)","(330, 267)",cassette
ILSVRC2012_val_00046707,n03272562,"(75, 73)","(374, 303)",electric locomotive
ILSVRC2012_val_00046706,n02701002,"(44, 48)","(458, 322)",ambulance
ILSVRC2012_val_00046705,n02096437,"(60, 233)","(273, 368)","Dandie Dinmont, Dandie Dinmont terrier"
ILSVRC2012_val_00046704,n02107574,"(100, 83)","(494, 498)",Greater Swiss Mountain dog
ILSVRC2012_val_00046703,n02481823,"(0, 3)","(508, 638)","chimpanzee, chimp, Pan troglodytes"
ILSVRC2012_val_00046702,n02137549,"(63, 107)","(495, 300)",mongoose
ILSVRC2012_val_00046701,n02086646,"(37, 65)","(352, 456)",Blenheim spaniel
ILSVRC2012_val_00046700,n02102480,"(41, 217)","(181, 334)",Sussex spaniel
ILSVRC2012_val_00046699,n01737021,"(148, 110)","(469, 360)",water snake
ILSVRC2012_val_00046698,n03445924,"(85, 8)","(340, 292)","golfcart, golf cart"
ILSVRC2012_val_00046697,n09472597,"(265, 157)","(302, 182)",volcano
ILSVRC2012_val_00046696,n01744401,"(84, 98)","(499, 262)","rock python, rock snake, Python sebae"
ILSVRC2012_val_00046695,n02782093,"(132, 0)","(442, 205)",balloon
ILSVRC2012_val_00046694,n03935335,"(79, 10)","(308, 244)","piggy bank, penny bank"
ILSVRC2012_val_00046693,n02804610,"(5, 4)","(52, 126)",bassoon
ILSVRC2012_val_00046692,n02138441,"(0, 51)","(357, 538)","meerkat, mierkat"
ILSVRC2012_val_00046691,n02088466,"(238, 145)","(451, 485)","bloodhound, sleuthhound"
ILSVRC2012_val_00046690,n02871525,"(97, 3)","(485, 364)","bookshop, bookstore, bookstall"
ILSVRC2012_val_00046689,n02167151,"(88, 98)","(448, 432)","ground beetle, carabid beetle"
ILSVRC2012_val_00046688,n02865351,"(132, 0)","(482, 478)","bolo tie, bolo, bola tie, bola"
ILSVRC2012_val_00046687,n02110185,"(1, 3)","(491, 375)",Siberian husky
ILSVRC2012_val_00046686,n04243546,"(2, 0)","(290, 498)","slot, one-armed bandit"
ILSVRC2012_val_00046685,n04347754,"(38, 103)","(407, 229)","submarine, pigboat, sub, U-boat"
ILSVRC2012_val_00046684,n04584207,"(169, 6)","(329, 273)",wig
ILSVRC2012_val_00046683,n02104365,"(127, 23)","(499, 332)",schipperke
ILSVRC2012_val_00046682,n03126707,"(72, 143)","(149, 371)",crane
ILSVRC2012_val_00046681,n02837789,"(279, 140)","(341, 239)","bikini, two-piece"
ILSVRC2012_val_00046680,n03633091,"(90, 201)","(127, 291)",ladle
ILSVRC2012_val_00046679,n03496892,"(0, 51)","(467, 333)","harvester, reaper"
ILSVRC2012_val_00046678,n03840681,"(372, 9)","(493, 106)","ocarina, sweet potato"
ILSVRC2012_val_00046677,n02025239,"(5, 151)","(360, 383)","ruddy turnstone, Arenaria interpres"
ILSVRC2012_val_00046676,n03770439,"(223, 150)","(346, 215)","miniskirt, mini"
ILSVRC2012_val_00046675,n03032252,"(1, 0)","(498, 325)","cinema, movie theater, movie theatre, movie house, picture palace"
ILSVRC2012_val_00046674,n02490219,"(387, 168)","(1008, 1197)",marmoset
ILSVRC2012_val_00046673,n03483316,"(113, 151)","(236, 245)","hand blower, blow dryer, blow drier, hair dryer, hair drier"
ILSVRC2012_val_00046672,n02106382,"(25, 8)","(438, 332)","Bouvier des Flandres, Bouviers des Flandres"
ILSVRC2012_val_00046671,n04376876,"(134, 39)","(347, 289)",syringe
ILSVRC2012_val_00046670,n02098105,"(45, 68)","(467, 359)",soft-coated wheaten terrier
ILSVRC2012_val_00046669,n03394916,"(32, 79)","(401, 317)","French horn, horn"
ILSVRC2012_val_00046668,n02133161,"(139, 73)","(407, 248)","American black bear, black bear, Ursus americanus, Euarctos americanus"
ILSVRC2012_val_00046667,n04275548,"(2, 2)","(499, 374)","spider web, spider's web"
ILSVRC2012_val_00046666,n02486410,"(318, 0)","(399, 208)",baboon
ILSVRC2012_val_00046665,n03188531,"(122, 287)","(265, 387)","diaper, nappy, napkin"
ILSVRC2012_val_00046664,n07836838,"(207, 194)","(434, 316)","chocolate sauce, chocolate syrup"
ILSVRC2012_val_00046663,n04201297,"(147, 83)","(370, 496)",shoji
ILSVRC2012_val_00046662,n03532672,"(51, 88)","(437, 430)","hook, claw"
ILSVRC2012_val_00046661,n04141076,"(11, 140)","(30, 197)","sax, saxophone"
ILSVRC2012_val_00046660,n04153751,"(431, 145)","(479, 272)",screw
ILSVRC2012_val_00046659,n03026506,"(139, 14)","(315, 321)",Christmas stocking
ILSVRC2012_val_00046658,n02410509,"(214, 168)","(264, 201)",bison
ILSVRC2012_val_00046657,n02093647,"(107, 35)","(409, 353)",Bedlington terrier
ILSVRC2012_val_00046656,n03445924,"(0, 3)","(230, 400)","golfcart, golf cart"
ILSVRC2012_val_00046655,n02497673,"(108, 92)","(262, 436)","Madagascar cat, ring-tailed lemur, Lemur catta"
ILSVRC2012_val_00046654,n01518878,"(36, 83)","(359, 478)","ostrich, Struthio camelus"
ILSVRC2012_val_00046653,n07716906,"(203, 1)","(487, 327)",spaghetti squash
ILSVRC2012_val_00046652,n03179701,"(0, 110)","(368, 374)",desk
ILSVRC2012_val_00046651,n03000684,"(71, 246)","(279, 361)","chain saw, chainsaw"
ILSVRC2012_val_00046650,n04044716,"(125, 186)","(258, 300)","radio telescope, radio reflector"
ILSVRC2012_val_00046648,n03000134,"(97, 62)","(182, 498)",chainlink fence
ILSVRC2012_val_00046647,n02058221,"(163, 150)","(304, 238)","albatross, mollymawk"
ILSVRC2012_val_00046646,n07579787,"(38, 360)","(282, 437)",plate
ILSVRC2012_val_00046645,n02484975,"(1, 0)","(342, 332)","guenon, guenon monkey"
ILSVRC2012_val_00046644,n04532670,"(19, 152)","(499, 366)",viaduct
ILSVRC2012_val_00046643,n04458633,"(71, 86)","(273, 498)",totem pole
ILSVRC2012_val_00046642,n04074963,"(0, 0)","(499, 333)","remote control, remote"
ILSVRC2012_val_00046641,n03769881,"(13, 41)","(478, 333)",minibus
ILSVRC2012_val_00046640,n01685808,"(51, 81)","(353, 491)","whiptail, whiptail lizard"
ILSVRC2012_val_00046639,n04209133,"(120, 25)","(201, 63)",shower cap
ILSVRC2012_val_00046638,n02389026,"(130, 75)","(373, 498)",sorrel
ILSVRC2012_val_00046637,n03291819,"(80, 85)","(344, 309)",envelope
ILSVRC2012_val_00046636,n04118776,"(15, 35)","(333, 498)","rule, ruler"
ILSVRC2012_val_00046635,n03388043,"(0, 38)","(499, 332)",fountain
ILSVRC2012_val_00046634,n04141076,"(11, 11)","(448, 488)","sax, saxophone"
ILSVRC2012_val_00046633,n03494278,"(71, 9)","(493, 327)","harmonica, mouth organ, harp, mouth harp"
ILSVRC2012_val_00046632,n01614925,"(0, 81)","(472, 498)","bald eagle, American eagle, Haliaeetus leucocephalus"
ILSVRC2012_val_00046631,n07714571,"(173, 63)","(331, 233)",head cabbage
ILSVRC2012_val_00046630,n04389033,"(21, 55)","(328, 279)","tank, army tank, armored combat vehicle, armoured combat vehicle"
ILSVRC2012_val_00046629,n02085782,"(178, 74)","(462, 317)",Japanese spaniel
ILSVRC2012_val_00046628,n04399382,"(37, 6)","(266, 330)","teddy, teddy bear"
ILSVRC2012_val_00046627,n04120489,"(4, 5)","(491, 352)",running shoe
ILSVRC2012_val_00046626,n02643566,"(105, 51)","(397, 272)",lionfish
ILSVRC2012_val_00046625,n01943899,"(7, 84)","(560, 339)",conch
ILSVRC2012_val_00046624,n03782006,"(300, 16)","(412, 95)",monitor
ILSVRC2012_val_00046623,n02110806,"(49, 49)","(447, 350)",basenji
ILSVRC2012_val_00046622,n03666591,"(245, 217)","(351, 344)","lighter, light, igniter, ignitor"
ILSVRC2012_val_00046621,n01798484,"(33, 63)","(307, 259)","prairie chicken, prairie grouse, prairie fowl"
ILSVRC2012_val_00046620,n03876231,"(372, 170)","(456, 873)",paintbrush
ILSVRC2012_val_00046619,n03938244,"(1, 0)","(487, 496)",pillow
ILSVRC2012_val_00046617,n02492660,"(0, 88)","(264, 422)","howler monkey, howler"
ILSVRC2012_val_00046616,n01632458,"(129, 136)","(450, 201)","spotted salamander, Ambystoma maculatum"
ILSVRC2012_val_00046615,n01698640,"(1, 74)","(437, 251)","American alligator, Alligator mississipiensis"
ILSVRC2012_val_00046614,n02815834,"(267, 83)","(497, 373)",beaker
ILSVRC2012_val_00046613,n02992529,"(26, 33)","(418, 530)","cellular telephone, cellular phone, cellphone, cell, mobile phone"
ILSVRC2012_val_00046612,n02128925,"(1, 0)","(249, 168)","jaguar, panther, Panthera onca, Felis onca"
ILSVRC2012_val_00046611,n01981276,"(0, 23)","(499, 374)","king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica"
ILSVRC2012_val_00046610,n02095570,"(3, 66)","(347, 375)",Lakeland terrier
ILSVRC2012_val_00046609,n01807496,"(177, 55)","(346, 316)",partridge
ILSVRC2012_val_00046608,n04127249,"(12, 52)","(341, 145)",safety pin
ILSVRC2012_val_00046607,n04591713,"(1, 3)","(263, 388)",wine bottle
ILSVRC2012_val_00046606,n01986214,"(37, 105)","(347, 440)",hermit crab
ILSVRC2012_val_00046605,n04486054,"(68, 13)","(298, 496)",triumphal arch
ILSVRC2012_val_00046604,n03690938,"(243, 0)","(473, 361)",lotion
ILSVRC2012_val_00046603,n07871810,"(96, 69)","(307, 297)","meat loaf, meatloaf"
ILSVRC2012_val_00046602,n02011460,"(140, 20)","(424, 443)",bittern
ILSVRC2012_val_00046601,n04040759,"(139, 65)","(334, 117)",radiator
ILSVRC2012_val_00046600,n03788195,"(338, 49)","(432, 353)",mosque
ILSVRC2012_val_00046599,n02018207,"(154, 129)","(258, 222)","American coot, marsh hen, mud hen, water hen, Fulica americana"
ILSVRC2012_val_00046598,n03692522,"(82, 88)","(243, 230)","loupe, jeweler's loupe"
ILSVRC2012_val_00046597,n03063599,"(132, 133)","(373, 448)",coffee mug
ILSVRC2012_val_00046596,n03954731,"(25, 76)","(142, 257)","plane, carpenter's plane, woodworking plane"
ILSVRC2012_val_00046595,n07930864,"(18, 191)","(346, 405)",cup
ILSVRC2012_val_00046594,n03929660,"(127, 161)","(451, 398)","pick, plectrum, plectron"
ILSVRC2012_val_00046593,n02087046,"(105, 2)","(645, 981)",toy terrier
ILSVRC2012_val_00046592,n03709823,"(65, 27)","(348, 264)","mailbag, postbag"
ILSVRC2012_val_00046591,n02111277,"(75, 167)","(253, 407)","Newfoundland, Newfoundland dog"
ILSVRC2012_val_00046590,n02483362,"(134, 86)","(798, 638)","gibbon, Hylobates lar"
ILSVRC2012_val_00046589,n02999410,"(112, 0)","(499, 374)",chain
ILSVRC2012_val_00046588,n03721384,"(69, 216)","(325, 363)","marimba, xylophone"
ILSVRC2012_val_00046587,n01950731,"(156, 197)","(362, 307)","sea slug, nudibranch"
ILSVRC2012_val_00046586,n04548362,"(46, 93)","(360, 407)","wallet, billfold, notecase, pocketbook"
ILSVRC2012_val_00046585,n03673027,"(23, 168)","(485, 284)","liner, ocean liner"
ILSVRC2012_val_00046584,n02494079,"(1, 0)","(139, 142)","squirrel monkey, Saimiri sciureus"
ILSVRC2012_val_00046583,n02091032,"(70, 42)","(312, 470)",Italian greyhound
ILSVRC2012_val_00046582,n02977058,"(118, 47)","(282, 347)","cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
ILSVRC2012_val_00046581,n03637318,"(108, 94)","(467, 426)","lampshade, lamp shade"
ILSVRC2012_val_00046580,n04201297,"(189, 77)","(256, 223)",shoji
ILSVRC2012_val_00046579,n03992509,"(6, 338)","(346, 482)",potter's wheel
ILSVRC2012_val_00046578,n03908714,"(172, 187)","(292, 295)",pencil sharpener
ILSVRC2012_val_00046577,n03916031,"(15, 117)","(227, 374)","perfume, essence"
ILSVRC2012_val_00046576,n03384352,"(17, 17)","(312, 471)",forklift
ILSVRC2012_val_00046575,n07753592,"(58, 64)","(350, 188)",banana
ILSVRC2012_val_00046574,n01796340,"(140, 81)","(240, 340)",ptarmigan
ILSVRC2012_val_00046573,n04613696,"(297, 201)","(499, 321)",yurt
ILSVRC2012_val_00046572,n02123597,"(47, 72)","(340, 357)","Siamese cat, Siamese"
ILSVRC2012_val_00046571,n02493793,"(378, 72)","(1257, 623)","spider monkey, Ateles geoffroyi"
ILSVRC2012_val_00046570,n02281406,"(147, 70)","(466, 369)","sulphur butterfly, sulfur butterfly"
ILSVRC2012_val_00046568,n02490219,"(13, 29)","(265, 455)",marmoset
ILSVRC2012_val_00046567,n07742313,"(3, 0)","(445, 388)",Granny Smith
ILSVRC2012_val_00046565,n02494079,"(2, 61)","(696, 1047)","squirrel monkey, Saimiri sciureus"
ILSVRC2012_val_00046564,n01614925,"(106, 80)","(498, 421)","bald eagle, American eagle, Haliaeetus leucocephalus"
ILSVRC2012_val_00046563,n03942813,"(216, 66)","(269, 121)",ping-pong ball
ILSVRC2012_val_00046562,n02364673,"(160, 88)","(352, 299)","guinea pig, Cavia cobaya"
ILSVRC2012_val_00046561,n03344393,"(154, 176)","(287, 261)",fireboat
ILSVRC2012_val_00046559,n04204347,"(188, 138)","(303, 295)",shopping cart
ILSVRC2012_val_00046558,n02514041,"(153, 97)","(555, 406)","barracouta, snoek"
ILSVRC2012_val_00046557,n04560804,"(147, 198)","(311, 388)",water jug
ILSVRC2012_val_00046555,n02128757,"(154, 55)","(498, 451)","snow leopard, ounce, Panthera uncia"
ILSVRC2012_val_00046554,n03775546,"(237, 257)","(352, 353)",mixing bowl
ILSVRC2012_val_00046553,n03803284,"(32, 125)","(295, 252)",muzzle
ILSVRC2012_val_00046552,n02107908,"(1, 42)","(442, 353)",Appenzeller
ILSVRC2012_val_00046551,n01944390,"(7, 8)","(494, 287)",snail
ILSVRC2012_val_00046550,n03028079,"(50, 62)","(314, 423)","church, church building"
ILSVRC2012_val_00046549,n03792782,"(127, 210)","(243, 442)","mountain bike, all-terrain bike, off-roader"
ILSVRC2012_val_00046548,n01688243,"(1, 29)","(487, 333)","frilled lizard, Chlamydosaurus kingi"
ILSVRC2012_val_00046547,n02093256,"(0, 23)","(464, 440)","Staffordshire bullterrier, Staffordshire bull terrier"
ILSVRC2012_val_00046546,n04201297,"(327, 89)","(432, 300)",shoji
ILSVRC2012_val_00046545,n03255030,"(143, 141)","(498, 373)",dumbbell
ILSVRC2012_val_00046544,n02317335,"(141, 64)","(400, 283)","starfish, sea star"
ILSVRC2012_val_00046543,n09332890,"(0, 215)","(499, 374)","lakeside, lakeshore"
ILSVRC2012_val_00046542,n02704792,"(1, 168)","(394, 269)","amphibian, amphibious vehicle"
ILSVRC2012_val_00046541,n01753488,"(4, 147)","(476, 293)","horned viper, cerastes, sand viper, horned asp, Cerastes cornutus"
ILSVRC2012_val_00046540,n02981792,"(115, 16)","(364, 328)",catamaran
ILSVRC2012_val_00046539,n01739381,"(1, 15)","(499, 374)",vine snake
ILSVRC2012_val_00046538,n01753488,"(25, 51)","(457, 272)","horned viper, cerastes, sand viper, horned asp, Cerastes cornutus"
ILSVRC2012_val_00046537,n02013706,"(104, 36)","(280, 498)","limpkin, Aramus pictus"
ILSVRC2012_val_00046536,n02092339,"(7, 13)","(406, 498)",Weimaraner
ILSVRC2012_val_00046535,n03160309,"(143, 19)","(499, 135)","dam, dike, dyke"
ILSVRC2012_val_00046534,n01818515,"(0, 0)","(441, 376)",macaw
ILSVRC2012_val_00046533,n02002556,"(61, 33)","(423, 483)","white stork, Ciconia ciconia"
ILSVRC2012_val_00046532,n02814860,"(253, 81)","(309, 210)","beacon, lighthouse, beacon light, pharos"
ILSVRC2012_val_00046531,n02106030,"(58, 7)","(350, 496)",collie
ILSVRC2012_val_00046530,n02091467,"(2, 60)","(267, 497)","Norwegian elkhound, elkhound"
ILSVRC2012_val_00046529,n01776313,"(197, 101)","(334, 208)",tick
ILSVRC2012_val_00046528,n07614500,"(282, 111)","(417, 258)","ice cream, icecream"
ILSVRC2012_val_00046527,n02493509,"(207, 23)","(405, 289)","titi, titi monkey"
ILSVRC2012_val_00046526,n01983481,"(112, 150)","(492, 746)","American lobster, Northern lobster, Maine lobster, Homarus americanus"
ILSVRC2012_val_00046525,n04461696,"(94, 191)","(384, 349)","tow truck, tow car, wrecker"
ILSVRC2012_val_00046524,n01514668,"(55, 5)","(458, 447)",cock
ILSVRC2012_val_00046523,n04125021,"(41, 13)","(483, 915)",safe
ILSVRC2012_val_00046521,n03016953,"(5, 35)","(472, 363)","chiffonier, commode"
ILSVRC2012_val_00046520,n03786901,"(0, 18)","(97, 283)",mortar
ILSVRC2012_val_00046518,n02443484,"(108, 0)","(382, 211)","black-footed ferret, ferret, Mustela nigripes"
ILSVRC2012_val_00046517,n01688243,"(196, 53)","(392, 246)","frilled lizard, Chlamydosaurus kingi"
ILSVRC2012_val_00046516,n01728920,"(145, 138)","(499, 194)","ringneck snake, ring-necked snake, ring snake"
ILSVRC2012_val_00046515,n04557648,"(220, 70)","(332, 461)",water bottle
ILSVRC2012_val_00046514,n03075370,"(168, 116)","(236, 206)",combination lock
ILSVRC2012_val_00046513,n07932039,"(112, 94)","(230, 268)",eggnog
ILSVRC2012_val_00046512,n02992529,"(86, 173)","(195, 334)","cellular telephone, cellular phone, cellphone, cell, mobile phone"
ILSVRC2012_val_00046511,n02687172,"(16, 22)","(417, 290)","aircraft carrier, carrier, flattop, attack aircraft carrier"
ILSVRC2012_val_00046510,n04118776,"(0, 0)","(499, 332)","rule, ruler"
ILSVRC2012_val_00046509,n04456115,"(38, 256)","(165, 374)",torch
ILSVRC2012_val_00046508,n01829413,"(149, 96)","(375, 443)",hornbill
ILSVRC2012_val_00046507,n04589890,"(5, 6)","(492, 496)",window screen
ILSVRC2012_val_00046506,n03494278,"(177, 172)","(275, 195)","harmonica, mouth organ, harp, mouth harp"
ILSVRC2012_val_00046505,n02018795,"(161, 214)","(201, 283)",bustard
ILSVRC2012_val_00046504,n04525038,"(0, 80)","(294, 403)",velvet
ILSVRC2012_val_00046503,n07730033,"(30, 3)","(420, 370)",cardoon
ILSVRC2012_val_00046500,n04552348,"(13, 155)","(474, 319)","warplane, military plane"
ILSVRC2012_val_00046499,n01440764,"(71, 159)","(405, 318)","tench, Tinca tinca"
ILSVRC2012_val_00046498,n02134418,"(164, 43)","(312, 207)","sloth bear, Melursus ursinus, Ursus ursinus"
ILSVRC2012_val_00046497,n01498041,"(91, 32)","(303, 374)",stingray
ILSVRC2012_val_00046496,n04355338,"(51, 38)","(379, 323)",sundial
ILSVRC2012_val_00046495,n02457408,"(97, 40)","(253, 431)","three-toed sloth, ai, Bradypus tridactylus"
ILSVRC2012_val_00046494,n02486410,"(0, 3)","(398, 598)",baboon
ILSVRC2012_val_00046493,n04330267,"(6, 298)","(370, 498)",stove
ILSVRC2012_val_00046492,n03290653,"(0, 0)","(124, 139)",entertainment center
ILSVRC2012_val_00046491,n02606052,"(141, 138)","(242, 233)","rock beauty, Holocanthus tricolor"
ILSVRC2012_val_00046490,n01739381,"(199, 157)","(499, 374)",vine snake
ILSVRC2012_val_00046489,n01744401,"(0, 27)","(409, 296)","rock python, rock snake, Python sebae"
ILSVRC2012_val_00046488,n03717622,"(117, 23)","(426, 333)",manhole cover
ILSVRC2012_val_00046487,n03127925,"(156, 150)","(358, 292)",crate
ILSVRC2012_val_00046486,n02483362,"(1, 3)","(373, 498)","gibbon, Hylobates lar"
ILSVRC2012_val_00046485,n02174001,"(41, 171)","(419, 373)",rhinoceros beetle
ILSVRC2012_val_00046483,n02113624,"(176, 102)","(453, 317)",toy poodle
ILSVRC2012_val_00046482,n04417672,"(96, 42)","(547, 274)","thatch, thatched roof"
ILSVRC2012_val_00046481,n02939185,"(150, 126)","(328, 320)","caldron, cauldron"
ILSVRC2012_val_00046480,n09256479,"(6, 5)","(499, 374)",coral reef
ILSVRC2012_val_00046479,n02966687,"(56, 91)","(302, 410)","carpenter's kit, tool kit"
ILSVRC2012_val_00046478,n02790996,"(73, 22)","(459, 566)",barbell
ILSVRC2012_val_00046476,n03908618,"(25, 36)","(481, 171)","pencil box, pencil case"
ILSVRC2012_val_00046475,n06794110,"(221, 197)","(302, 247)",street sign
ILSVRC2012_val_00046474,n02869837,"(3, 30)","(405, 347)","bonnet, poke bonnet"
ILSVRC2012_val_00046473,n03109150,"(13, 3)","(263, 214)","corkscrew, bottle screw"
ILSVRC2012_val_00046472,n02843684,"(291, 46)","(480, 294)",birdhouse
ILSVRC2012_val_00046471,n02799071,"(50, 53)","(343, 333)",baseball
ILSVRC2012_val_00046470,n02116738,"(251, 104)","(490, 300)","African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus"
ILSVRC2012_val_00046469,n03902125,"(328, 161)","(410, 312)","pay-phone, pay-station"
ILSVRC2012_val_00046468,n03445777,"(83, 274)","(224, 391)",golf ball
ILSVRC2012_val_00046467,n03325584,"(271, 233)","(460, 374)","feather boa, boa"
ILSVRC2012_val_00046466,n02099429,"(10, 94)","(451, 371)",curly-coated retriever
ILSVRC2012_val_00046465,n01751748,"(158, 93)","(473, 350)",sea snake
ILSVRC2012_val_00046464,n03089624,"(0, 1)","(499, 374)","confectionery, confectionary, candy store"
ILSVRC2012_val_00046463,n01955084,"(48, 127)","(760, 528)","chiton, coat-of-mail shell, sea cradle, polyplacophore"
ILSVRC2012_val_00046462,n02037110,"(162, 127)","(478, 338)","oystercatcher, oyster catcher"
ILSVRC2012_val_00046461,n04033995,"(4, 182)","(397, 374)","quilt, comforter, comfort, puff"
ILSVRC2012_val_00046460,n03196217,"(68, 219)","(220, 296)",digital clock
ILSVRC2012_val_00046459,n04557648,"(241, 188)","(324, 314)",water bottle
ILSVRC2012_val_00046458,n07875152,"(39, 4)","(493, 444)",potpie
ILSVRC2012_val_00046457,n02123159,"(211, 37)","(638, 477)",tiger cat
ILSVRC2012_val_00046456,n02481823,"(34, 114)","(623, 341)","chimpanzee, chimp, Pan troglodytes"
ILSVRC2012_val_00046455,n02643566,"(0, 2)","(367, 495)",lionfish
ILSVRC2012_val_00046454,n02089973,"(152, 21)","(395, 374)",English foxhound
ILSVRC2012_val_00046453,n03459775,"(332, 167)","(499, 345)","grille, radiator grille"
ILSVRC2012_val_00046452,n01871265,"(10, 21)","(366, 332)",tusker
ILSVRC2012_val_00046451,n09835506,"(423, 0)","(499, 285)","ballplayer, baseball player"
ILSVRC2012_val_00046450,n02085620,"(1, 9)","(468, 336)",Chihuahua
ILSVRC2012_val_00046449,n04209133,"(106, 61)","(336, 253)",shower cap
ILSVRC2012_val_00046448,n04428191,"(48, 68)","(334, 263)","thresher, thrasher, threshing machine"
ILSVRC2012_val_00046447,n04398044,"(111, 170)","(818, 608)",teapot
ILSVRC2012_val_00046446,n02106166,"(62, 96)","(174, 283)",Border collie
ILSVRC2012_val_00046445,n02787622,"(303, 97)","(435, 287)",banjo
ILSVRC2012_val_00046443,n02093991,"(0, 0)","(345, 487)",Irish terrier
ILSVRC2012_val_00046442,n03916031,"(32, 145)","(220, 485)","perfume, essence"
ILSVRC2012_val_00046441,n03930313,"(2, 192)","(332, 498)","picket fence, paling"
ILSVRC2012_val_00046440,n01735189,"(72, 3)","(456, 372)","garter snake, grass snake"
ILSVRC2012_val_00046439,n03476684,"(100, 6)","(163, 210)",hair slide
ILSVRC2012_val_00046438,n01843383,"(148, 223)","(305, 461)",toucan
ILSVRC2012_val_00046437,n07745940,"(341, 40)","(497, 146)",strawberry
ILSVRC2012_val_00046436,n01744401,"(43, 0)","(498, 498)","rock python, rock snake, Python sebae"
ILSVRC2012_val_00046435,n04517823,"(58, 185)","(335, 478)","vacuum, vacuum cleaner"
ILSVRC2012_val_00046434,n09421951,"(229, 197)","(452, 316)","sandbar, sand bar"
