filename,cls,xymin,xymax,names
ILSVRC2012_val_00049392,n04152593,"(1, 44)","(254, 328)","screen, CRT screen"
ILSVRC2012_val_00049391,n04111531,"(0, 213)","(498, 330)",rotisserie
ILSVRC2012_val_00049390,n02504013,"(15, 51)","(152, 139)","Indian elephant, Elephas maximus"
ILSVRC2012_val_00049389,n02128757,"(14, 3)","(499, 332)","snow leopard, ounce, Panthera uncia"
ILSVRC2012_val_00049388,n03134739,"(247, 262)","(263, 278)",croquet ball
ILSVRC2012_val_00049387,n04125021,"(8, 2)","(423, 550)",safe
ILSVRC2012_val_00049386,n04277352,"(31, 45)","(432, 302)",spindle
ILSVRC2012_val_00049385,n04070727,"(77, 7)","(275, 498)","refrigerator, icebox"
ILSVRC2012_val_00049384,n02177972,"(113, 92)","(412, 338)",weevil
ILSVRC2012_val_00049383,n04367480,"(117, 141)","(444, 374)","swab, swob, mop"
ILSVRC2012_val_00049382,n02835271,"(166, 142)","(338, 252)","bicycle-built-for-two, tandem bicycle, tandem"
ILSVRC2012_val_00049381,n03976657,"(239, 68)","(250, 361)",pole
ILSVRC2012_val_00049380,n03935335,"(103, 26)","(394, 354)","piggy bank, penny bank"
ILSVRC2012_val_00049379,n07880968,"(28, 40)","(373, 437)",burrito
ILSVRC2012_val_00049378,n03478589,"(67, 176)","(314, 291)",half track
ILSVRC2012_val_00049377,n02480495,"(0, 33)","(207, 311)","orangutan, orang, orangutang, Pongo pygmaeus"
ILSVRC2012_val_00049376,n04347754,"(2, 1)","(389, 245)","submarine, pigboat, sub, U-boat"
ILSVRC2012_val_00049375,n09332890,"(0, 281)","(499, 374)","lakeside, lakeshore"
ILSVRC2012_val_00049374,n02092339,"(246, 185)","(300, 343)",Weimaraner
ILSVRC2012_val_00049373,n01697457,"(23, 134)","(482, 293)","African crocodile, Nile crocodile, Crocodylus niloticus"
ILSVRC2012_val_00049372,n02319095,"(161, 77)","(409, 324)",sea urchin
ILSVRC2012_val_00049371,n03649909,"(32, 104)","(262, 229)","lawn mower, mower"
ILSVRC2012_val_00049370,n07742313,"(110, 222)","(226, 318)",Granny Smith
ILSVRC2012_val_00049369,n01950731,"(137, 111)","(325, 323)","sea slug, nudibranch"
ILSVRC2012_val_00049368,n03929855,"(73, 51)","(230, 460)",pickelhaube
ILSVRC2012_val_00049367,n02747177,"(149, 89)","(364, 291)","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
ILSVRC2012_val_00049366,n07584110,"(35, 101)","(348, 318)",consomme
ILSVRC2012_val_00049365,n04118538,"(116, 90)","(173, 135)",rugby ball
ILSVRC2012_val_00049364,n02095314,"(118, 2)","(351, 269)",wire-haired fox terrier
ILSVRC2012_val_00049363,n04532670,"(152, 145)","(340, 224)",viaduct
ILSVRC2012_val_00049362,n04008634,"(30, 49)","(475, 357)","projectile, missile"
ILSVRC2012_val_00049361,n07583066,"(223, 59)","(355, 151)",guacamole
ILSVRC2012_val_00049360,n03937543,"(160, 200)","(251, 369)",pill bottle
ILSVRC2012_val_00049359,n04542943,"(46, 4)","(430, 332)",waffle iron
ILSVRC2012_val_00049358,n07583066,"(240, 157)","(386, 335)",guacamole
ILSVRC2012_val_00049357,n03902125,"(256, 233)","(308, 347)","pay-phone, pay-station"
ILSVRC2012_val_00049356,n02109525,"(150, 77)","(499, 374)","Saint Bernard, St Bernard"
ILSVRC2012_val_00049355,n03290653,"(91, 73)","(550, 408)",entertainment center
ILSVRC2012_val_00049354,n02088364,"(51, 62)","(417, 374)",beagle
ILSVRC2012_val_00049353,n01807496,"(269, 162)","(310, 225)",partridge
ILSVRC2012_val_00049352,n01855672,"(0, 30)","(388, 498)",goose
ILSVRC2012_val_00049351,n02106550,"(25, 21)","(266, 477)",Rottweiler
ILSVRC2012_val_00049350,n01630670,"(13, 112)","(597, 432)","common newt, Triturus vulgaris"
ILSVRC2012_val_00049349,n03814639,"(62, 207)","(285, 497)",neck brace
ILSVRC2012_val_00049348,n03903868,"(72, 9)","(446, 416)","pedestal, plinth, footstall"
ILSVRC2012_val_00049347,n02128925,"(112, 16)","(499, 303)","jaguar, panther, Panthera onca, Felis onca"
ILSVRC2012_val_00049346,n03630383,"(82, 96)","(299, 355)","lab coat, laboratory coat"
ILSVRC2012_val_00049345,n02132136,"(313, 84)","(898, 553)","brown bear, bruin, Ursus arctos"
ILSVRC2012_val_00049344,n02106550,"(0, 99)","(353, 373)",Rottweiler
ILSVRC2012_val_00049343,n09428293,"(1, 303)","(499, 374)","seashore, coast, seacoast, sea-coast"
ILSVRC2012_val_00049342,n03781244,"(0, 30)","(499, 374)",monastery
ILSVRC2012_val_00049341,n03459775,"(20, 142)","(499, 336)","grille, radiator grille"
ILSVRC2012_val_00049340,n04311174,"(66, 149)","(165, 311)",steel drum
ILSVRC2012_val_00049339,n03720891,"(9, 16)","(315, 171)",maraca
ILSVRC2012_val_00049338,n02012849,"(81, 20)","(436, 455)",crane
ILSVRC2012_val_00049337,n04584207,"(25, 0)","(373, 360)",wig
ILSVRC2012_val_00049336,n04476259,"(1, 24)","(497, 415)",tray
ILSVRC2012_val_00049335,n04019541,"(358, 447)","(387, 465)","puck, hockey puck"
ILSVRC2012_val_00049334,n02110806,"(50, 86)","(312, 410)",basenji
ILSVRC2012_val_00049333,n01698640,"(0, 0)","(398, 498)","American alligator, Alligator mississipiensis"
ILSVRC2012_val_00049332,n02412080,"(170, 49)","(499, 332)","ram, tup"
ILSVRC2012_val_00049331,n01877812,"(180, 81)","(499, 306)","wallaby, brush kangaroo"
ILSVRC2012_val_00049330,n03793489,"(358, 251)","(408, 306)","mouse, computer mouse"
ILSVRC2012_val_00049329,n04604644,"(1, 168)","(499, 364)","worm fence, snake fence, snake-rail fence, Virginia fence"
ILSVRC2012_val_00049328,n02692877,"(49, 43)","(432, 188)","airship, dirigible"
ILSVRC2012_val_00049327,n02111277,"(116, 8)","(499, 374)","Newfoundland, Newfoundland dog"
ILSVRC2012_val_00049326,n02102318,"(76, 4)","(436, 374)","cocker spaniel, English cocker spaniel, cocker"
ILSVRC2012_val_00049325,n07584110,"(1, 94)","(475, 374)",consomme
ILSVRC2012_val_00049324,n02091032,"(34, 41)","(337, 361)",Italian greyhound
ILSVRC2012_val_00049323,n02480855,"(94, 16)","(498, 373)","gorilla, Gorilla gorilla"
ILSVRC2012_val_00049322,n03590841,"(119, 2)","(376, 326)",jack-o'-lantern
ILSVRC2012_val_00049321,n03109150,"(55, 0)","(374, 206)","corkscrew, bottle screw"
ILSVRC2012_val_00049320,n02403003,"(89, 123)","(165, 224)",ox
ILSVRC2012_val_00049319,n03207743,"(9, 115)","(499, 374)","dishrag, dishcloth"
ILSVRC2012_val_00049318,n03617480,"(92, 87)","(260, 482)",kimono
ILSVRC2012_val_00049317,n02795169,"(161, 120)","(276, 212)","barrel, cask"
ILSVRC2012_val_00049316,n01644900,"(217, 147)","(307, 214)","tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui"
ILSVRC2012_val_00049315,n02002556,"(224, 53)","(408, 302)","white stork, Ciconia ciconia"
ILSVRC2012_val_00049314,n02865351,"(26, 0)","(232, 411)","bolo tie, bolo, bola tie, bola"
ILSVRC2012_val_00049313,n01817953,"(62, 1)","(433, 373)","African grey, African gray, Psittacus erithacus"
ILSVRC2012_val_00049312,n04350905,"(107, 62)","(295, 476)","suit, suit of clothes"
ILSVRC2012_val_00049311,n01742172,"(52, 0)","(499, 374)","boa constrictor, Constrictor constrictor"
ILSVRC2012_val_00049310,n07715103,"(0, 6)","(479, 332)",cauliflower
ILSVRC2012_val_00049309,n07892512,"(86, 43)","(189, 301)",red wine
ILSVRC2012_val_00049308,n02939185,"(85, 18)","(345, 230)","caldron, cauldron"
ILSVRC2012_val_00049307,n03461385,"(0, 0)","(349, 262)","grocery store, grocery, food market, market"
ILSVRC2012_val_00049306,n03956157,"(105, 52)","(498, 353)",planetarium
ILSVRC2012_val_00049305,n03759954,"(226, 372)","(290, 498)","microphone, mike"
ILSVRC2012_val_00049304,n03794056,"(134, 184)","(391, 374)",mousetrap
ILSVRC2012_val_00049303,n02137549,"(138, 80)","(258, 233)",mongoose
ILSVRC2012_val_00049302,n02701002,"(0, 21)","(456, 374)",ambulance
ILSVRC2012_val_00049301,n01955084,"(76, 89)","(496, 350)","chiton, coat-of-mail shell, sea cradle, polyplacophore"
ILSVRC2012_val_00049300,n03837869,"(0, 0)","(222, 374)",obelisk
ILSVRC2012_val_00049299,n02965783,"(171, 99)","(263, 160)",car mirror
ILSVRC2012_val_00049298,n02119022,"(41, 2)","(422, 351)","red fox, Vulpes vulpes"
ILSVRC2012_val_00049297,n02894605,"(134, 273)","(499, 374)","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
ILSVRC2012_val_00049296,n02114367,"(117, 58)","(294, 544)","timber wolf, grey wolf, gray wolf, Canis lupus"
ILSVRC2012_val_00049295,n02804414,"(0, 1)","(318, 478)",bassinet
ILSVRC2012_val_00049294,n04296562,"(1, 1)","(499, 374)",stage
ILSVRC2012_val_00049293,n02787622,"(160, 37)","(298, 493)",banjo
ILSVRC2012_val_00049292,n03544143,"(75, 19)","(246, 351)",hourglass
ILSVRC2012_val_00049291,n02110185,"(0, 0)","(272, 374)",Siberian husky
ILSVRC2012_val_00049290,n04235860,"(14, 34)","(471, 300)",sleeping bag
ILSVRC2012_val_00049289,n04201297,"(22, 116)","(132, 325)",shoji
ILSVRC2012_val_00049288,n02356798,"(34, 1)","(285, 183)","fox squirrel, eastern fox squirrel, Sciurus niger"
ILSVRC2012_val_00049287,n01644900,"(69, 134)","(206, 238)","tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui"
ILSVRC2012_val_00049286,n02009912,"(52, 81)","(368, 266)","American egret, great white heron, Egretta albus"
ILSVRC2012_val_00049285,n02107908,"(0, 10)","(392, 373)",Appenzeller
ILSVRC2012_val_00049284,n03538406,"(10, 148)","(499, 332)","horse cart, horse-cart"
ILSVRC2012_val_00049283,n04591157,"(157, 91)","(242, 447)",Windsor tie
ILSVRC2012_val_00049282,n02966687,"(122, 106)","(154, 190)","carpenter's kit, tool kit"
ILSVRC2012_val_00049281,n02097130,"(75, 27)","(431, 403)",giant schnauzer
ILSVRC2012_val_00049280,n02326432,"(292, 190)","(684, 499)",hare
ILSVRC2012_val_00049279,n02123159,"(0, 55)","(413, 327)",tiger cat
ILSVRC2012_val_00049278,n02403003,"(205, 109)","(337, 247)",ox
ILSVRC2012_val_00049277,n04330267,"(272, 235)","(444, 426)",stove
ILSVRC2012_val_00049276,n03065424,"(47, 1)","(280, 498)","coil, spiral, volute, whorl, helix"
ILSVRC2012_val_00049275,n04200800,"(0, 0)","(372, 498)","shoe shop, shoe-shop, shoe store"
ILSVRC2012_val_00049274,n02325366,"(13, 34)","(296, 308)","wood rabbit, cottontail, cottontail rabbit"
ILSVRC2012_val_00049273,n03255030,"(31, 17)","(247, 220)",dumbbell
ILSVRC2012_val_00049272,n02105251,"(47, 10)","(252, 353)",briard
ILSVRC2012_val_00049271,n02865351,"(50, 37)","(541, 400)","bolo tie, bolo, bola tie, bola"
ILSVRC2012_val_00049270,n09229709,"(15, 112)","(109, 220)",bubble
ILSVRC2012_val_00049269,n04476259,"(19, 110)","(481, 440)",tray
ILSVRC2012_val_00049268,n02504013,"(13, 96)","(209, 283)","Indian elephant, Elephas maximus"
ILSVRC2012_val_00049267,n04067472,"(200, 6)","(483, 250)",reel
ILSVRC2012_val_00049266,n01985128,"(157, 135)","(376, 267)","crayfish, crawfish, crawdad, crawdaddy"
ILSVRC2012_val_00049265,n01817953,"(61, 37)","(494, 430)","African grey, African gray, Psittacus erithacus"
ILSVRC2012_val_00049264,n04350905,"(123, 87)","(260, 365)","suit, suit of clothes"
ILSVRC2012_val_00049263,n02091467,"(126, 83)","(386, 374)","Norwegian elkhound, elkhound"
ILSVRC2012_val_00049262,n02119022,"(401, 59)","(981, 766)","red fox, Vulpes vulpes"
ILSVRC2012_val_00049261,n04557648,"(186, 87)","(336, 453)",water bottle
ILSVRC2012_val_00049260,n01667114,"(234, 148)","(368, 217)",mud turtle
ILSVRC2012_val_00049259,n02172182,"(238, 99)","(340, 199)",dung beetle
ILSVRC2012_val_00049258,n04252225,"(45, 104)","(458, 322)","snowplow, snowplough"
ILSVRC2012_val_00049257,n03095699,"(2, 97)","(499, 193)","container ship, containership, container vessel"
ILSVRC2012_val_00049256,n04485082,"(5, 64)","(468, 313)",tripod
ILSVRC2012_val_00049255,n03874599,"(298, 66)","(555, 417)",padlock
ILSVRC2012_val_00049254,n03874599,"(48, 26)","(349, 307)",padlock
ILSVRC2012_val_00049253,n01498041,"(0, 47)","(496, 305)",stingray
ILSVRC2012_val_00049252,n04540053,"(227, 5)","(269, 49)",volleyball
ILSVRC2012_val_00049251,n04330267,"(4, 20)","(490, 370)",stove
ILSVRC2012_val_00049250,n02100735,"(137, 377)","(676, 968)",English setter
ILSVRC2012_val_00049249,n13037406,"(218, 58)","(480, 373)",gyromitra
ILSVRC2012_val_00049248,n03075370,"(181, 1)","(499, 206)",combination lock
ILSVRC2012_val_00049247,n03134739,"(286, 70)","(348, 130)",croquet ball
ILSVRC2012_val_00049246,n12768682,"(293, 93)","(409, 240)","buckeye, horse chestnut, conker"
ILSVRC2012_val_00049245,n02111129,"(75, 49)","(499, 390)",Leonberg
ILSVRC2012_val_00049244,n01629819,"(139, 3)","(297, 281)","European fire salamander, Salamandra salamandra"
ILSVRC2012_val_00049243,n04264628,"(2, 71)","(498, 332)",space bar
ILSVRC2012_val_00049242,n02111889,"(153, 73)","(318, 332)","Samoyed, Samoyede"
ILSVRC2012_val_00049241,n04487081,"(0, 29)","(431, 258)","trolleybus, trolley coach, trackless trolley"
ILSVRC2012_val_00049240,n04208210,"(68, 58)","(166, 348)",shovel
ILSVRC2012_val_00049239,n02101006,"(116, 72)","(286, 374)",Gordon setter
ILSVRC2012_val_00049238,n02909870,"(115, 304)","(185, 405)","bucket, pail"
ILSVRC2012_val_00049237,n02840245,"(21, 102)","(487, 426)","binder, ring-binder"
ILSVRC2012_val_00049236,n02865351,"(0, 75)","(638, 367)","bolo tie, bolo, bola tie, bola"
ILSVRC2012_val_00049235,n01795545,"(51, 156)","(322, 467)",black grouse
ILSVRC2012_val_00049234,n03617480,"(81, 97)","(315, 478)",kimono
ILSVRC2012_val_00049233,n03804744,"(358, 70)","(394, 286)",nail
ILSVRC2012_val_00049232,n04591713,"(0, 0)","(91, 366)",wine bottle
ILSVRC2012_val_00049231,n03680355,"(202, 134)","(368, 470)",Loafer
ILSVRC2012_val_00049230,n03691459,"(133, 89)","(186, 146)","loudspeaker, speaker, speaker unit, loudspeaker system, speaker system"
ILSVRC2012_val_00049229,n02089078,"(53, 94)","(244, 226)",black-and-tan coonhound
ILSVRC2012_val_00049228,n02817516,"(43, 38)","(117, 115)","bearskin, busby, shako"
ILSVRC2012_val_00049227,n02037110,"(30, 89)","(396, 328)","oystercatcher, oyster catcher"
ILSVRC2012_val_00049226,n04554684,"(1, 52)","(323, 373)","washer, automatic washer, washing machine"
ILSVRC2012_val_00049225,n03769881,"(78, 122)","(463, 293)",minibus
ILSVRC2012_val_00049224,n02009229,"(75, 159)","(467, 416)","little blue heron, Egretta caerulea"
ILSVRC2012_val_00049223,n02939185,"(195, 223)","(308, 313)","caldron, cauldron"
ILSVRC2012_val_00049222,n02777292,"(272, 239)","(312, 383)","balance beam, beam"
ILSVRC2012_val_00049221,n01986214,"(172, 139)","(345, 267)",hermit crab
ILSVRC2012_val_00049220,n02443114,"(274, 36)","(1022, 533)","polecat, fitch, foulmart, foumart, Mustela putorius"
ILSVRC2012_val_00049219,n07697537,"(44, 217)","(187, 374)","hotdog, hot dog, red hot"
ILSVRC2012_val_00049218,n02102040,"(40, 183)","(161, 298)","English springer, English springer spaniel"
ILSVRC2012_val_00049217,n01882714,"(127, 11)","(354, 350)","koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus"
ILSVRC2012_val_00049216,n02607072,"(193, 133)","(331, 301)",anemone fish
ILSVRC2012_val_00049215,n02113023,"(116, 56)","(405, 347)","Pembroke, Pembroke Welsh corgi"
ILSVRC2012_val_00049214,n04542943,"(164, 24)","(499, 320)",waffle iron
ILSVRC2012_val_00049213,n03887697,"(52, 141)","(122, 201)",paper towel
ILSVRC2012_val_00049212,n02804414,"(251, 161)","(462, 357)",bassinet
ILSVRC2012_val_00049211,n07579787,"(0, 9)","(499, 374)",plate
ILSVRC2012_val_00049210,n03803284,"(223, 200)","(390, 335)",muzzle
ILSVRC2012_val_00049209,n03240683,"(172, 106)","(303, 262)","drilling platform, offshore rig"
ILSVRC2012_val_00049208,n04487394,"(222, 151)","(269, 206)",trombone
ILSVRC2012_val_00049207,n03018349,"(22, 28)","(341, 460)","china cabinet, china closet"
ILSVRC2012_val_00049206,n02092002,"(133, 127)","(434, 353)","Scottish deerhound, deerhound"
ILSVRC2012_val_00049205,n03868863,"(211, 134)","(403, 375)",oxygen mask
ILSVRC2012_val_00049204,n03720891,"(15, 100)","(400, 268)",maraca
ILSVRC2012_val_00049203,n01798484,"(186, 53)","(258, 126)","prairie chicken, prairie grouse, prairie fowl"
ILSVRC2012_val_00049202,n02410509,"(301, 174)","(446, 310)",bison
ILSVRC2012_val_00049201,n02268443,"(178, 101)","(394, 303)","dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
ILSVRC2012_val_00049200,n02111500,"(33, 0)","(271, 341)",Great Pyrenees
ILSVRC2012_val_00049199,n03709823,"(101, 0)","(381, 374)","mailbag, postbag"
ILSVRC2012_val_00049198,n02089078,"(182, 17)","(419, 374)",black-and-tan coonhound
ILSVRC2012_val_00049197,n03995372,"(72, 35)","(445, 351)",power drill
ILSVRC2012_val_00049196,n02092339,"(78, 23)","(446, 342)",Weimaraner
ILSVRC2012_val_00049195,n12985857,"(63, 1)","(436, 364)",coral fungus
ILSVRC2012_val_00049194,n02489166,"(133, 200)","(219, 406)","proboscis monkey, Nasalis larvatus"
ILSVRC2012_val_00049193,n02091032,"(179, 54)","(475, 220)",Italian greyhound
ILSVRC2012_val_00049192,n02834397,"(121, 0)","(420, 335)",bib
ILSVRC2012_val_00049191,n01930112,"(35, 268)","(326, 442)","nematode, nematode worm, roundworm"
ILSVRC2012_val_00049190,n02098413,"(182, 32)","(428, 373)","Lhasa, Lhasa apso"
ILSVRC2012_val_00049189,n02102973,"(93, 127)","(468, 504)",Irish water spaniel
ILSVRC2012_val_00049188,n03109150,"(42, 38)","(335, 177)","corkscrew, bottle screw"
ILSVRC2012_val_00049187,n01693334,"(38, 2)","(455, 296)","green lizard, Lacerta viridis"
ILSVRC2012_val_00049186,n02892201,"(8, 1)","(389, 314)","brass, memorial tablet, plaque"
ILSVRC2012_val_00049185,n04370456,"(5, 133)","(318, 498)",sweatshirt
ILSVRC2012_val_00049184,n04347754,"(0, 0)","(350, 374)","submarine, pigboat, sub, U-boat"
ILSVRC2012_val_00049183,n03457902,"(180, 200)","(335, 326)","greenhouse, nursery, glasshouse"
ILSVRC2012_val_00049182,n01749939,"(75, 140)","(280, 332)",green mamba
ILSVRC2012_val_00049181,n01514668,"(0, 24)","(396, 398)",cock
ILSVRC2012_val_00049180,n01984695,"(0, 55)","(393, 413)","spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish"
ILSVRC2012_val_00049179,n03871628,"(46, 2)","(398, 476)",packet
ILSVRC2012_val_00049178,n03630383,"(75, 164)","(280, 385)","lab coat, laboratory coat"
ILSVRC2012_val_00049177,n03769881,"(16, 45)","(462, 325)",minibus
ILSVRC2012_val_00049176,n02346627,"(22, 31)","(379, 426)","porcupine, hedgehog"
ILSVRC2012_val_00049175,n02106662,"(0, 6)","(462, 372)","German shepherd, German shepherd dog, German police dog, alsatian"
ILSVRC2012_val_00049174,n15075141,"(1, 0)","(377, 365)","toilet tissue, toilet paper, bathroom tissue"
ILSVRC2012_val_00049173,n04133789,"(38, 6)","(397, 301)",sandal
ILSVRC2012_val_00049172,n03782006,"(246, 58)","(499, 266)",monitor
ILSVRC2012_val_00049171,n04252225,"(227, 171)","(459, 259)","snowplow, snowplough"
ILSVRC2012_val_00049170,n02058221,"(47, 27)","(380, 446)","albatross, mollymawk"
ILSVRC2012_val_00049169,n07873807,"(6, 333)","(461, 498)","pizza, pizza pie"
ILSVRC2012_val_00049168,n02174001,"(108, 79)","(336, 346)",rhinoceros beetle
ILSVRC2012_val_00049167,n01728572,"(297, 0)","(498, 373)","thunder snake, worm snake, Carphophis amoenus"
ILSVRC2012_val_00049166,n01494475,"(0, 78)","(441, 227)","hammerhead, hammerhead shark"
ILSVRC2012_val_00049165,n03673027,"(19, 54)","(480, 231)","liner, ocean liner"
ILSVRC2012_val_00049164,n07753592,"(66, 48)","(470, 345)",banana
ILSVRC2012_val_00049163,n07836838,"(43, 31)","(451, 372)","chocolate sauce, chocolate syrup"
ILSVRC2012_val_00049162,n01744401,"(1, 108)","(260, 463)","rock python, rock snake, Python sebae"
ILSVRC2012_val_00049161,n02484975,"(78, 100)","(451, 389)","guenon, guenon monkey"
ILSVRC2012_val_00049160,n03259280,"(210, 167)","(279, 218)",Dutch oven
ILSVRC2012_val_00049159,n02085620,"(95, 22)","(419, 374)",Chihuahua
ILSVRC2012_val_00049158,n04133789,"(100, 138)","(208, 465)",sandal
ILSVRC2012_val_00049157,n01917289,"(139, 10)","(405, 294)",brain coral
ILSVRC2012_val_00049156,n04560804,"(62, 208)","(378, 433)",water jug
ILSVRC2012_val_00049155,n03903868,"(162, 1)","(301, 254)","pedestal, plinth, footstall"
ILSVRC2012_val_00049154,n07590611,"(0, 26)","(499, 374)","hot pot, hotpot"
ILSVRC2012_val_00049153,n04179913,"(1, 0)","(495, 372)",sewing machine
ILSVRC2012_val_00049152,n02219486,"(55, 19)","(394, 373)","ant, emmet, pismire"
ILSVRC2012_val_00049151,n02009912,"(121, 101)","(310, 386)","American egret, great white heron, Egretta albus"
ILSVRC2012_val_00049150,n03179701,"(55, 18)","(491, 325)",desk
ILSVRC2012_val_00049149,n03788365,"(1, 0)","(373, 497)",mosquito net
ILSVRC2012_val_00049148,n02776631,"(2, 166)","(311, 322)","bakery, bakeshop, bakehouse"
ILSVRC2012_val_00049147,n02110627,"(11, 4)","(446, 457)","affenpinscher, monkey pinscher, monkey dog"
ILSVRC2012_val_00049146,n02105056,"(66, 80)","(485, 373)",groenendael
ILSVRC2012_val_00049145,n03637318,"(62, 128)","(286, 467)","lampshade, lamp shade"
ILSVRC2012_val_00049144,n02091635,"(52, 59)","(339, 467)","otterhound, otter hound"
ILSVRC2012_val_00049143,n01728920,"(128, 50)","(424, 323)","ringneck snake, ring-necked snake, ring snake"
ILSVRC2012_val_00049142,n04456115,"(370, 101)","(419, 210)",torch
ILSVRC2012_val_00049141,n01592084,"(100, 88)","(494, 380)",chickadee
ILSVRC2012_val_00049140,n03584829,"(317, 85)","(345, 219)","iron, smoothing iron"
ILSVRC2012_val_00049139,n02100583,"(222, 80)","(420, 333)","vizsla, Hungarian pointer"
ILSVRC2012_val_00049138,n04418357,"(277, 74)","(433, 333)","theater curtain, theatre curtain"
ILSVRC2012_val_00049137,n03388043,"(419, 73)","(460, 236)",fountain
ILSVRC2012_val_00049136,n02116738,"(91, 102)","(276, 325)","African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus"
ILSVRC2012_val_00049135,n04204347,"(125, 46)","(498, 498)",shopping cart
ILSVRC2012_val_00049134,n01775062,"(193, 0)","(516, 321)","wolf spider, hunting spider"
ILSVRC2012_val_00049133,n02281406,"(120, 31)","(423, 320)","sulphur butterfly, sulfur butterfly"
ILSVRC2012_val_00049132,n04458633,"(182, 59)","(310, 377)",totem pole
ILSVRC2012_val_00049131,n03126707,"(240, 87)","(386, 374)",crane
ILSVRC2012_val_00049130,n02100236,"(13, 2)","(192, 287)",German short-haired pointer
ILSVRC2012_val_00049129,n02113186,"(20, 157)","(195, 222)","Cardigan, Cardigan Welsh corgi"
ILSVRC2012_val_00049128,n03759954,"(180, 46)","(243, 237)","microphone, mike"
ILSVRC2012_val_00049127,n03935335,"(10, 12)","(490, 487)","piggy bank, penny bank"
ILSVRC2012_val_00049126,n02277742,"(210, 105)","(300, 217)","ringlet, ringlet butterfly"
ILSVRC2012_val_00049125,n02120505,"(58, 109)","(200, 322)","grey fox, gray fox, Urocyon cinereoargenteus"
ILSVRC2012_val_00049124,n02480495,"(87, 9)","(268, 105)","orangutan, orang, orangutang, Pongo pygmaeus"
ILSVRC2012_val_00049123,n02749479,"(84, 0)","(382, 475)","assault rifle, assault gun"
ILSVRC2012_val_00049122,n02749479,"(68, 53)","(451, 312)","assault rifle, assault gun"
ILSVRC2012_val_00049121,n02807133,"(341, 205)","(363, 224)","bathing cap, swimming cap"
ILSVRC2012_val_00049120,n02422699,"(255, 72)","(351, 316)","impala, Aepyceros melampus"
ILSVRC2012_val_00049119,n01641577,"(132, 128)","(377, 284)","bullfrog, Rana catesbeiana"
ILSVRC2012_val_00049118,n03018349,"(199, 15)","(389, 356)","china cabinet, china closet"
ILSVRC2012_val_00049117,n03271574,"(31, 47)","(319, 475)","electric fan, blower"
ILSVRC2012_val_00049116,n01682714,"(0, 12)","(430, 321)","American chameleon, anole, Anolis carolinensis"
ILSVRC2012_val_00049115,n02113712,"(8, 0)","(459, 325)",miniature poodle
ILSVRC2012_val_00049114,n04493381,"(63, 47)","(443, 300)","tub, vat"
ILSVRC2012_val_00049113,n03670208,"(191, 168)","(356, 284)","limousine, limo"
ILSVRC2012_val_00049112,n03920288,"(72, 152)","(299, 370)",Petri dish
ILSVRC2012_val_00049111,n02488702,"(8, 8)","(238, 95)","colobus, colobus monkey"
ILSVRC2012_val_00049110,n07697537,"(123, 282)","(371, 391)","hotdog, hot dog, red hot"
ILSVRC2012_val_00049109,n04476259,"(15, 88)","(479, 277)",tray
ILSVRC2012_val_00049108,n04235860,"(0, 12)","(318, 332)",sleeping bag
ILSVRC2012_val_00049107,n01872401,"(100, 47)","(483, 294)","echidna, spiny anteater, anteater"
ILSVRC2012_val_00049106,n02979186,"(104, 87)","(408, 284)",cassette player
ILSVRC2012_val_00049105,n01924916,"(21, 78)","(332, 377)","flatworm, platyhelminth"
ILSVRC2012_val_00049104,n04265275,"(123, 0)","(400, 339)",space heater
ILSVRC2012_val_00049103,n01632458,"(168, 285)","(271, 446)","spotted salamander, Ambystoma maculatum"
ILSVRC2012_val_00049102,n03721384,"(0, 234)","(499, 374)","marimba, xylophone"
ILSVRC2012_val_00049101,n03706229,"(160, 33)","(308, 192)",magnetic compass
ILSVRC2012_val_00049100,n03127925,"(93, 207)","(185, 277)",crate
ILSVRC2012_val_00049099,n04081281,"(4, 2)","(498, 331)","restaurant, eating house, eating place, eatery"
ILSVRC2012_val_00049098,n02788148,"(57, 59)","(638, 497)","bannister, banister, balustrade, balusters, handrail"
ILSVRC2012_val_00049097,n02690373,"(16, 80)","(483, 245)",airliner
ILSVRC2012_val_00049096,n07930864,"(131, 59)","(385, 267)",cup
ILSVRC2012_val_00049095,n07697313,"(3, 101)","(488, 460)",cheeseburger
ILSVRC2012_val_00049094,n02840245,"(24, 0)","(271, 299)","binder, ring-binder"
ILSVRC2012_val_00049093,n01843383,"(37, 3)","(493, 496)",toucan
ILSVRC2012_val_00049092,n02894605,"(0, 176)","(499, 373)","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
ILSVRC2012_val_00049091,n04275548,"(63, 47)","(448, 374)","spider web, spider's web"
ILSVRC2012_val_00049090,n01518878,"(117, 205)","(301, 461)","ostrich, Struthio camelus"
